just_date,Count,TMAX
2008-06-17,14,81
2008-06-18,11,84
2008-06-19,32,86
2008-06-22,27,82
2008-06-23,21,84
2008-06-24,15,83
2008-06-28,20,81
2007-12-14,1,
2008-01-09,18,45
2008-01-16,24,46
2008-01-25,16,29
2008-03-13,26,60
2008-03-28,23,48
2008-04-06,26,67
2008-04-14,32,52
2008-04-15,24,63
2008-04-23,17,81
2008-04-25,25,80
2008-04-26,28,64
2008-05-02,13,77
2008-05-03,18,62
2008-05-04,37,71
2008-05-06,16,78
2008-05-08,16,61
2008-05-09,18,60
2008-05-10,15,67
2008-05-11,23,63
2008-05-12,31,69
2008-05-13,14,71
2008-05-14,18,68
2008-05-17,26,82
2008-05-20,29,68
2008-05-22,20,64
1999-05-23,1,
2008-05-23,26,74
2008-05-29,10,80
2004-05-31,1,
1999-06-21,1,
1999-06-24,1,
2007-07-18,1,
2006-10-01,1,
2007-10-10,1,
2007-12-05,0,
2007-12-22,1,
2008-01-15,14,36
2008-01-19,17,19
2008-02-06,22,37
2007-03-01,1,
2008-03-02,19,78
2008-03-15,24,52
2008-03-16,31,48
2008-03-21,15,70
2008-03-22,15,46
2008-03-25,10,64
2008-03-30,35,62
2008-04-01,10,51
2008-04-02,25,55
2008-04-04,26,50
2008-04-05,20,61
2008-04-07,19,67
2008-04-08,11,69
2008-04-09,15,57
2008-04-10,18,71
2008-04-11,19,62
2008-04-12,14,44
2008-04-13,34,43
2008-04-16,24,74
2008-04-17,18,78
2008-04-18,22,65
2008-04-19,19,58
2008-04-22,28,79
2008-04-24,21,73
2008-04-28,9,53
2001-08-31,1,
1981-09-12,0,
1989-09-26,1,
2007-10-12,1,
2005-10-25,1,
2007-11-21,1,
2007-12-03,1,
2008-01-17,14,39
2008-01-20,17,22
2008-01-22,18,34
2008-01-23,17,39
2008-02-02,22,48
2008-02-03,26,40
2008-02-13,16,33
2008-02-16,8,37
2008-02-21,10,25
2008-02-24,9,39
2008-02-27,23,37
2008-03-01,14,63
2008-03-03,20,66
2008-03-04,9,34
2008-03-05,11,44
2008-03-06,20,36
2008-03-08,20,34
2008-03-10,19,44
2008-03-11,13,59
2008-03-12,23,71
2008-03-14,23,60
2008-03-17,27,51
2007-03-18,0,
2008-03-18,15,57
2008-03-19,9,47
2008-03-20,21,61
2008-03-23,16,41
2008-03-24,18,48
2008-03-26,19,62
2008-03-27,13,63
2007-07-04,1,
2003-08-01,1,
2007-10-18,1,
2006-11-01,1,
2008-01-05,15,58
2008-01-07,21,73
2008-01-14,14,36
2008-01-26,9,54
2008-01-28,16,56
2008-01-30,18,30
2008-02-01,14,31
2008-02-04,20,75
2008-02-05,12,68
2008-02-07,11,39
2008-02-08,21,50
2008-02-09,15,57
2008-02-10,12,31
2008-02-11,7,20
2008-02-12,10,23
2008-02-14,22,54
2008-02-15,10,41
2008-02-17,13,56
2008-02-19,13,32
2008-02-20,4,32
2008-02-22,14,27
2008-02-23,11,38
2008-02-25,28,41
2008-02-26,9,36
2008-02-28,25,39
2008-02-29,23,52
2007-08-21,1,
2007-08-29,1,
2007-10-22,1,
1999-11-25,1,
2005-12-01,1,
2007-12-19,-1,
1977-01-01,1,
1993-01-01,1,
2004-01-02,0,
2008-01-02,6,23
2008-01-03,12,34
2008-01-04,18,45
2008-01-06,14,73
2008-01-08,14,66
2008-01-11,8,44
2008-01-13,20,35
2008-01-18,16,43
2008-01-24,12,21
2008-01-27,20,59
2008-01-29,15,73
2008-01-31,11,30
2007-05-01,1,
2006-06-01,1,
2007-07-21,1,
2007-09-15,1,
2007-10-23,1,
2007-11-20,1,
2006-12-11,1,
2007-12-11,2,
1995-12-16,1,
2000-12-16,0,
2007-12-20,0,
2007-12-24,2,
2007-12-26,0,
2007-12-29,2,
2007-12-30,2,
2007-12-31,1,
